Time,1,2,3,4
0.000000,950.508414,305.234365,1183.322110,1011.868844
0.000500,949.104516,306.638262,1188.937688,1009.061055
0.001000,954.720105,303.830468,1207.188316,1011.868844
0.001500,954.720105,303.830468,1195.957160,1013.272738
0.002000,965.951284,303.830468,1197.361055,1013.272738
0.002500,967.355181,306.638262,1195.957160,1013.272738
0.003000,957.527900,305.234365,1191.745477,1000.637688
0.003500,940.681132,317.869441,1193.149371,1006.253266
0.004000,922.430468,306.638262,1191.745477,1011.868844
0.004500,921.026570,323.485030,1190.341582,1014.676633
0.005000,908.391495,315.061646,1188.937688,1013.272738
0.005500,916.814878,306.638262,1188.937688,1006.253266
0.006000,894.352522,306.638262,1186.129899,1013.272738
0.006500,932.257749,302.426570,1183.322110,1010.464949
0.007000,921.026570,303.830468,1170.687059,1011.868844
0.007500,922.430468,301.022673,1167.879270,1011.868844
0.008000,925.238262,306.638262,1176.302637,1013.272738
0.008500,928.046057,317.869441,1177.706532,1013.272738
0.009000,916.814878,306.638262,1176.302637,1013.272738
0.009500,942.085030,302.426570,1177.706532,1006.253266
0.010000,922.430468,302.426570,1173.494848,1010.464949
0.010500,925.238262,301.022673,1176.302637,1023.100000
0.011000,923.834365,308.042159,1172.090953,1017.484422
0.011500,922.430468,310.849954,1176.302637,1014.676633
0.012000,922.430468,310.849954,1176.302637,1016.080527
0.012500,930.853851,305.234365,1177.706532,1007.657160
0.013000,919.622673,303.830468,1173.494848,1017.484422
0.013500,928.046057,303.830468,1174.898743,1011.868844
0.014000,935.065543,302.426570,1177.706532,1013.272738
0.014500,950.508414,298.214878,1174.898743,1011.868844
0.015000,965.951284,306.638262,1174.898743,1011.868844
0.015500,960.335695,305.234365,1172.090953,1010.464949
0.016000,975.778565,302.426570,1170.687059,1011.868844
0.016500,961.739592,302.426570,1167.879270,1020.292211
0.017000,964.547386,303.830468,1177.706532,1007.657160
0.017500,965.951284,301.022673,1174.898743,1014.676633
0.018000,970.162976,301.022673,1166.475375,1014.676633
0.018500,960.335695,298.214878,1166.475375,1017.484422
0.019000,951.912311,302.426570,1165.071481,1017.484422
0.019500,951.912311,302.426570,1170.687059,1014.676633
0.020000,956.124003,303.830468,1167.879270,1034.331156
0.020500,947.700619,303.830468,-8985.085887,-1134.685875
0.021000,3543.506722,-3542.848128,-10021.160042,-56.494885
0.021500,4621.699847,-3183.450420,11542.659761,-1494.082871
0.022000,3543.506722,-3183.450420,11183.262764,-1134.685875
0.022500,2824.711306,-3183.450420,10464.468771,-1494.082871
0.023000,-1488.061192,-3813.800306,10823.865767,-2572.273862
0.023500,-1847.458901,-3095.004890,8308.086790,-1134.685875
0.024000,-1488.061192,-2735.607182,7948.689794,-2572.273862
0.024500,2105.915889,-6058.632085,10105.071774,-2212.876865
0.025000,5340.495263,-4621.041253,10823.865767,-1494.082871
0.025500,5340.495263,-3902.245836,10823.865767,-1134.685875
0.026000,8934.472345,-3183.450420,11542.659761,-56.494885
0.026500,11090.858594,-3542.848128,12261.453754,-2212.876865
0.027000,10731.460886,-3183.450420,9386.277780,-1134.685875
0.027500,7137.483804,-2464.655003,10464.468771,-415.891881
0.028000,3902.904430,-6418.029793,11542.659761,-56.494885
0.028500,308.927348,-3454.402598,11542.659761,-775.288878
0.029000,-2925.652025,-3095.004890,11902.056757,-56.494885
0.029500,10012.665470,-2735.607182,12261.453754,-2931.670858
0.030000,6418.688388,-3454.402598,9745.674777,-1853.479868
0.030500,6778.086096,-2735.607182,9386.277780,-415.891881
0.031000,8575.074637,139.574484,11542.659761,-775.288878
0.031500,10372.063178,-4173.198015,11542.659761,-415.891881
0.032000,-10473.003897,-4173.198015,11542.659761,-415.891881
0.032500,-5082.038274,-3813.800306,11542.659761,-775.288878
0.033000,-1847.458901,-3813.800306,11183.262764,-56.494885
0.033500,308.927348,-3095.004890,11542.659761,-2931.670858
0.034000,1387.120473,-5339.836669,10105.071774,-775.288878
0.034500,-50.470360,-938.618641,11902.056757,-1134.685875
0.035000,-769.265776,-5251.391139,11542.659761,-1494.082871
0.035500,3902.904430,-3902.245836,11902.056757,-2212.876865
0.036000,1387.120473,-3183.450420,12261.453754,-2931.670858
0.036500,2824.711306,-3183.450420,10464.468771,-1134.685875
0.037000,2465.313598,-2824.052712,12620.850751,-1134.685875
0.037500,4262.302139,-2464.655003,12620.850751,-1494.082871
0.038000,7856.279221,-3183.450420,12620.850751,-1134.685875
0.038500,8934.472345,-3542.848128,12620.850751,-1853.479868
0.039000,-10473.003897,-3183.450420,-10021.160042,-3650.464852
0.039500,11809.654011,-3542.848128,10105.071774,-775.288878
0.040000,11450.256302,-3542.848128,10105.071774,-775.288878
0.040500,11809.654011,-2464.655003,-10021.160042,-775.288878
0.041000,-10473.003897,-3542.848128,-10021.160042,-775.288878
0.041500,11090.858594,-4261.643544,-9661.763045,-1494.082871
0.042000,9653.267762,-3902.245836,-8583.572055,2099.887096
0.042500,5252.049733,-3902.245836,-9302.366048,302.902112
0.043000,668.325057,-3454.402598,-10021.160042,-1134.685875
0.043500,668.325057,-3095.004890,-9661.763045,-775.288878
0.044000,4262.302139,-1745.859587,-8583.572055,-415.891881
0.044500,6059.290680,-2824.052712,-8942.969051,302.902112
0.045000,3543.506722,-2464.655003,-8224.175058,-1494.082871
0.045500,-2206.856609,-2376.209474,11542.659761,-775.288878
0.046000,-6879.026815,-3095.004890,11542.659761,-775.288878
0.046500,-9394.810773,-2735.607182,-8942.969051,-56.494885
0.047000,11450.256302,-5610.788847,-8942.969051,-1134.685875
0.047500,10012.665470,-3813.800306,-8942.969051,-1134.685875
0.048000,7137.483804,-3454.402598,-8942.969051,-56.494885
0.048500,12169.051719,-3095.004890,-8942.969051,-3291.067855
0.049000,-9035.413065,-3095.004890,-9302.366048,-2572.273862
0.049500,-6879.026815,-3095.004890,12261.453754,-775.288878
0.050000,-2925.652025,-3095.004890,11902.056757,-1134.685875
0.050500,1387.120473,-6418.029793,-8942.969051,-1134.685875
0.051000,2465.313598,-3183.450420,-9302.366048,-1134.685875
0.051500,3902.904430,-4261.643544,-8942.969051,2459.284092
0.052000,3455.061192,-3902.245836,-8942.969051,2818.681089
0.052500,3095.663484,-4261.643544,-6786.587071,-415.891881
0.053000,3902.904430,-2824.052712,-6427.190074,-415.891881
0.053500,4262.302139,-4261.643544,-8224.175058,-775.288878
0.054000,2465.313598,-3902.245836,-8583.572055,-775.288878
0.054500,4981.097555,-3183.450420,-8942.969051,-1134.685875
0.055000,3543.506722,-3542.848128,-8942.969051,1830.339348
0.055500,-2205.452712,-7317.927961,-3102.767855,2908.530338
0.056000,-2564.850420,-7317.927961,-946.385875,2549.133341
0.056500,-49.066462,-5520.939420,-946.385875,3267.927335
0.057000,-4721.236669,-5880.337129,-1305.782871,7580.691295
0.057500,-2564.850420,-6958.530253,-3462.164852,4346.118325
0.058000,-2564.850420,-7677.325669,-946.385875,5064.912318
0.058500,-2564.850420,-8396.121086,2647.584092,6773.451947
0.059000,-2205.452712,-6599.132545,-1305.782871,7221.294299
0.059500,-2205.452712,-8755.518794,-1305.782871,7580.691295
0.060000,-3283.645836,-8036.723378,-946.385875,6861.897302
0.060500,-1846.055003,-8396.121086,-586.988878,10455.867269
0.061000,-1846.055003,-8036.723378,-227.591881,-9310.967550
0.061500,-2564.850420,-7677.325669,2288.187096,-8321.221914
0.062000,-1846.055003,-4442.746296,-586.988878,-9670.364546
0.062500,-5080.634377,-7677.325669,-586.988878,10815.264266
0.063000,1747.922079,-7406.373491,-1305.782871,3986.721328
0.063500,-2924.248128,-6599.132545,131.805115,1470.942351
0.064000,-2564.850420,-6599.132545,-946.385875,-2482.424612
0.064500,-2117.007182,-6599.132545,-3462.164852,-4998.203589
0.065000,-2117.007182,-8755.518794,-2024.576865,-7513.982566
0.065500,-1038.814057,-6599.132545,-1305.782871,-6435.791576
0.066000,-4992.188847,-7317.927961,-1305.782871,-4279.409596
0.066500,-2117.007182,-6599.132545,131.805115,-7513.982566
0.067000,-2117.007182,-6599.132545,131.805115,-3201.218606
0.067500,-2117.007182,-6239.734837,-2743.370858,-1044.836626
0.068000,-2117.007182,-8036.723378,-946.385875,1830.339348
0.068500,-1486.657295,-6958.530253,131.805115,3267.927335
0.069000,-1486.657295,-6599.132545,-227.591881,3627.324332
0.069500,-3643.043544,-5161.541712,-227.591881,4705.515322
0.070000,-2205.452712,-5520.939420,-586.988878,2549.133341
0.070500,-1846.055003,-5161.541712,491.202112,3986.721328
0.071000,-2205.452712,-4083.348588,-586.988878,3986.721328
0.071500,-1486.657295,-4083.348588,-586.988878,6143.103309
0.072000,-4721.236669,-5161.541712,-1305.782871,6502.500305
0.072500,2826.115203,-4890.589534,-946.385875,6502.500305
0.073000,-2205.452712,-5520.939420,131.805115,6143.103309
0.073500,-2564.850420,-6239.734837,-1305.782871,11174.661262
0.074000,-2205.452712,-6599.132545,-3102.767855,11893.455256
0.074500,-2924.248128,-6958.530253,3006.981089,10008.024918
0.075000,-2205.452712,-2286.360047,-946.385875,8299.485289
0.075500,-3283.645836,-5880.337129,-586.988878,6502.500305
0.076000,-4721.236669,-5880.337129,-1305.782871,3986.721328
0.076500,-2924.248128,-4442.746296,-946.385875,752.148358
0.077000,-2117.007182,-3723.950879,3725.775082,-1852.075974
0.077500,-1757.609474,-3005.155463,3366.378086,-3649.060957
0.078000,-1398.211765,1667.014744,1121.550751,1017.484422
0.078500,942.085030,308.042159,1202.976633,1017.484422
0.079000,943.488927,308.042159,1202.976633,1013.272738
0.079500,943.488927,310.849954,1205.784422,1010.464949
0.080000,943.488927,306.638262,1198.764949,1016.080527
0.080500,944.892824,308.042159,1204.380527,1011.868844
0.081000,949.104516,308.042159,1205.784422,1014.676633
0.081500,946.296722,310.849954,1205.784422,1027.311684
0.082000,960.335695,309.446057,1204.380527,1004.849371
0.082500,965.951284,309.446057,1193.149371,1011.868844
0.083000,974.374668,305.234365,1200.168844,1016.080527
0.083500,981.394154,326.292824,1204.380527,1013.272738
0.084000,982.798051,326.292824,1205.784422,1013.272738
0.084500,974.374668,306.638262,1204.380527,1017.484422
0.085000,982.798051,308.042159,1207.188316,1032.927262
0.085500,987.009743,308.042159,1205.784422,1003.445477
0.086000,977.182462,309.446057,1194.553266,1013.272738
0.086500,975.778565,310.849954,1208.592211,1013.272738
0.087000,982.798051,298.214878,1207.188316,1011.868844
0.087500,982.798051,306.638262,1204.380527,1010.464949
0.088000,991.221435,309.446057,1209.996105,1011.868844
0.088500,967.355181,309.446057,1207.188316,1006.253266
0.089000,953.316208,310.849954,1200.168844,1006.253266
0.089500,935.065543,310.849954,1197.361055,1011.868844
0.090000,915.410981,317.869441,1204.380527,1013.272738
0.090500,894.352522,306.638262,1204.380527,1011.868844
0.091000,885.929138,308.042159,1207.188316,1011.868844
0.091500,880.313549,309.446057,1214.207789,1009.061055
0.092000,887.333035,309.446057,1217.015578,1006.253266
0.092500,894.352522,306.638262,1222.631156,1013.272738
0.093000,914.007084,303.830468,1226.842840,1011.868844
0.093500,930.853851,301.022673,1231.054523,1013.272738
0.094000,937.873338,308.042159,1235.266207,1014.676633
0.094500,944.892824,308.042159,1242.285679,1025.907789
0.095000,954.720105,309.446057,1246.497363,1025.907789
0.095500,953.316208,309.446057,1246.497363,1004.849371
0.096000,947.700619,309.446057,1254.920730,1010.464949
0.096500,944.892824,316.465543,1259.132414,1011.868844
0.097000,946.296722,317.869441,1261.940203,1013.272738
0.097500,937.873338,309.446057,1261.940203,1024.503895
0.098000,949.104516,306.638262,1260.536308,1014.676633
0.098500,958.931797,305.234365,1260.536308,1006.253266
0.099000,970.162976,308.042159,1264.747992,1011.868844
0.099500,974.374668,305.234365,1267.555781,1011.868844
0.100000,982.798051,303.830468,1267.555781,1013.272738
0.100500,1001.048716,306.638262,1267.555781,1003.445477
0.101000,984.201949,306.638262,1266.151886,1011.868844
0.101500,979.990257,308.042159,1274.575253,1010.464949
0.102000,971.566873,313.657749,1273.171359,1011.868844
0.102500,957.527900,317.869441,1266.151886,1013.272738
0.103000,944.892824,310.849954,1267.555781,1011.868844
0.103500,967.355181,324.888927,1266.151886,1010.464949
0.104000,971.566873,309.446057,1260.536308,1013.272738
0.104500,977.182462,309.446057,1257.728519,1009.061055
0.105000,975.778565,310.849954,1256.324625,1011.868844
0.105500,968.759078,306.638262,1260.536308,1009.061055
0.106000,960.335695,302.426570,1259.132414,1011.868844
0.106500,942.085030,312.253851,1257.728519,1009.061055
0.107000,908.391495,305.234365,1254.920730,1014.676633
0.107500,901.372008,308.042159,1256.324625,1003.445477
0.108000,905.583700,308.042159,1246.497363,1014.676633
0.108500,922.430468,306.638262,1246.497363,1013.272738
0.109000,946.296722,312.253851,1242.285679,1016.080527
0.109500,949.104516,326.292824,1247.901257,1011.868844
0.110000,943.488927,299.618776,1246.497363,1011.868844
0.110500,949.104516,309.446057,1246.497363,1009.061055
0.111000,926.642159,308.042159,1247.901257,1013.272738
0.111500,933.661646,308.042159,1253.516836,1006.253266
0.112000,942.085030,306.638262,1238.073996,1011.868844
0.112500,949.104516,326.292824,1243.689574,1011.868844
0.113000,946.296722,308.042159,1245.093468,1013.272738
0.113500,932.257749,308.042159,1242.285679,1014.676633
0.114000,949.104516,310.849954,1238.073996,1018.888316
0.114500,949.104516,309.446057,1238.073996,1031.523367
0.115000,950.508414,308.042159,1250.709047,1011.868844
0.115500,950.508414,301.022673,1235.266207,1014.676633
0.116000,951.912311,299.618776,1231.054523,1016.080527
0.116500,950.508414,308.042159,1228.246734,1013.272738
0.117000,947.700619,310.849954,1228.246734,1011.868844
0.117500,951.912311,310.849954,1229.650629,1010.464949
0.118000,951.912311,310.849954,1225.438945,1020.292211
0.118500,950.508414,316.465543,1228.246734,1013.272738
0.119000,950.508414,316.465543,1218.419473,1013.272738
0.119500,951.912311,317.869441,1217.015578,1011.868844
0.120000,958.931797,310.849954,1221.227262,1009.061055
0.120500,942.085030,310.849954,1218.419473,1017.484422
0.121000,942.085030,308.042159,1218.419473,1014.676633
0.121500,930.853851,310.849954,1222.631156,1014.676633
0.122000,929.449954,302.426570,1217.015578,1013.272738
0.122500,935.065543,308.042159,1208.592211,1014.676633
0.123000,929.449954,313.657749,1208.592211,1013.272738
0.123500,943.488927,309.446057,1208.592211,1013.272738
0.124000,946.296722,309.446057,1200.168844,1013.272738
0.124500,947.700619,309.446057,1197.361055,1011.868844
0.125000,949.104516,313.657749,1201.572738,1014.676633
0.125500,949.104516,302.426570,1204.380527,1013.272738
0.126000,949.104516,310.849954,1205.784422,1011.868844
0.126500,960.335695,309.446057,1209.996105,1006.253266
0.127000,946.296722,308.042159,1214.207789,1002.041582
0.127500,951.912311,310.849954,1226.842840,1011.868844
0.128000,953.316208,308.042159,1231.054523,1013.272738
0.128500,954.720105,303.830468,1217.015578,1027.311684
0.129000,928.046057,341.735695,1198.764949,1027.311684
0.129500,926.642159,343.139592,1191.745477,1031.523367
0.130000,928.046057,336.120105,1200.168844,1034.331156
0.130500,929.449954,336.120105,1200.168844,1034.331156
0.131000,928.046057,345.947386,1197.361055,1032.927262
0.131500,921.026570,350.159078,1200.168844,1039.946734
0.132000,926.642159,345.947386,1200.168844,1038.542840
0.132500,926.642159,350.159078,1200.168844,1028.715578
0.133000,928.046057,347.351284,1195.957160,1030.119473
0.133500,926.642159,344.543489,1193.149371,1030.119473
0.134000,926.642159,341.735695,1198.764949,1037.138945
0.134500,942.085030,347.351284,1198.764949,1034.331156
0.135000,919.622673,352.966873,1200.168844,1032.927262
0.135500,916.814878,351.562976,1201.572738,1030.119473
0.136000,928.046057,350.159078,1193.149371,1031.523367
0.136500,925.238262,341.735695,1200.168844,1031.523367
0.137000,925.238262,351.562976,1197.361055,1034.331156
0.137500,930.853851,354.370770,1200.168844,1031.523367
0.138000,925.238262,359.986359,1200.168844,1017.484422
0.138500,928.046057,359.986359,1197.361055,1042.754523
0.139000,922.430468,364.198051,1197.361055,1038.542840
0.139500,926.642159,361.390257,1193.149371,1045.562312
0.140000,926.642159,376.833127,1190.341582,1042.754523
0.140500,926.642159,375.429230,1197.361055,1035.735051
0.141000,933.661646,386.660408,1197.361055,1035.735051
0.141500,919.622673,393.679895,1195.957160,1051.177890
0.142000,926.642159,400.699381,1190.341582,1044.158418
0.142500,926.642159,404.911073,1201.572738,1044.158418
0.143000,929.449954,411.930559,1214.207789,1041.350629
