Time,1,2,3,4
0.000000,961.762312,337.546734,1205.784422,1007.657160
0.000500,956.146734,341.758418,1202.976633,1028.715578
0.001000,954.742840,344.566207,1201.572738,1044.158418
0.001500,963.166207,343.162312,1208.592211,1045.562312
0.002000,960.358418,337.546734,1205.784422,1049.773996
0.002500,958.954523,338.950629,1204.380527,1065.216836
0.003000,964.570101,334.738945,1201.572738,1052.581785
0.003500,978.609047,333.335051,1201.572738,1055.389574
0.004000,960.358418,331.931156,1200.168844,1049.773996
0.004500,961.762312,333.335051,1197.361055,1073.640203
0.005000,954.742840,336.142840,1194.553266,1094.698620
0.005500,960.358418,337.546734,1188.937688,1076.447992
0.006000,961.762312,344.566207,1197.361055,1045.562312
0.006500,961.762312,329.123367,1195.957160,1000.637688
0.007000,965.973996,337.546734,1191.745477,952.905274
0.007500,964.570101,338.950629,1197.361055,916.404017
0.008000,964.570101,337.546734,1200.168844,941.674118
0.008500,964.570101,336.142840,1194.553266,976.771481
0.009000,964.570101,331.931156,1194.553266,997.829899
0.009500,964.570101,333.335051,1194.553266,1010.464949
0.010000,978.609047,333.335051,1191.745477,999.233793
0.010500,961.762312,333.335051,1187.533793,1006.253266
0.011000,964.570101,338.950629,1183.322110,1011.868844
0.011500,964.570101,340.354523,1188.937688,1028.715578
0.012000,964.570101,341.758418,1191.745477,1028.715578
0.012500,958.954523,333.335051,1193.149371,1013.272738
0.013000,954.742840,334.738945,1190.341582,1021.696105
0.013500,961.762312,329.123367,1193.149371,1010.464949
0.014000,964.570101,330.527262,1183.322110,1004.849371
0.014500,963.166207,337.546734,1193.149371,975.367586
0.015000,964.570101,322.103895,1198.764949,950.097485
0.015500,956.146734,329.123367,1200.168844,952.905274
0.016000,960.358418,333.335051,1202.976633,983.790953
0.016500,961.762312,336.142840,1205.784422,982.387059
0.017000,961.762312,336.142840,1200.168844,989.406532
0.017500,961.762312,326.315578,1207.188316,997.829899
0.018000,961.762312,331.931156,1208.592211,995.022110
