Time,1,2
0.000000,10.786667,9.271280
0.000500,12.191515,-4.770633
0.001000,12.191515,-1.962250
0.001500,12.191515,-0.558059
0.002000,13.596364,9.271280
0.002500,3.762424,-0.558059
0.003000,5.167273,0.846132
0.003500,24.835152,0.846132
0.004000,15.001212,0.846132
0.004500,10.786667,-0.558059
0.005000,3.762424,0.846132
0.005500,13.596364,-8.983207
0.006000,15.001212,-4.770633
0.006500,13.596364,0.846132
0.007000,13.596364,-4.770633
0.007500,17.810909,-0.558059
0.008000,19.215758,-0.558059
0.008500,30.454545,2.250323
0.009000,10.786667,-1.962250
0.009500,12.191515,-1.962250
0.010000,12.191515,-0.558059
0.010500,10.786667,-0.558059
0.011000,9.381818,-0.558059
0.011500,10.786667,-0.558059
0.012000,9.381818,0.846132
0.012500,12.191515,0.846132
0.013000,10.786667,-3.366442
0.013500,12.191515,2.250323
0.014000,12.191515,-7.579015
0.014500,9.381818,-0.558059
0.015000,12.191515,-1.962250
0.015500,13.596364,0.846132
0.016000,15.001212,0.846132
0.016500,3.762424,0.846132
0.017000,10.786667,2.250323
0.017500,15.001212,-1.962250
0.018000,15.001212,-1.962250
0.018500,13.596364,-0.558059
0.019000,12.191515,-1.962250
0.019500,15.001212,-3.366442
0.020000,16.406061,-0.558059
0.020500,15.001212,-0.558059
0.021000,15.001212,-1.962250
0.021500,13.596364,-10.387398
0.022000,16.406061,-0.558059
0.022500,16.406061,10.675471
0.023000,20.620606,-3.366442
0.023500,7.976970,-3.366442
0.024000,12.191515,-1.962250
0.024500,3.762424,0.846132
0.025000,29.049697,-0.558059
0.025500,16.406061,-3.366442
0.026000,17.810909,-6.174824
0.026500,16.406061,-0.558059
0.027000,17.810909,-1.962250
0.027500,16.406061,-1.962250
0.028000,15.001212,-1.962250
0.028500,16.406061,-0.558059
0.029000,16.406061,-6.174824
0.029500,17.810909,-6.174824
0.030000,15.001212,10.675471
0.030500,15.001212,-3.366442
0.031000,12.191515,3.654515
0.031500,9.381818,-0.558059
0.032000,0.952727,0.846132
0.032500,22.025455,3.654515
0.033000,9.381818,0.846132
0.033500,0.952727,2.250323
0.034000,7.976970,2.250323
0.034500,9.381818,2.250323
0.035000,9.381818,0.846132
0.035500,10.786667,2.250323
0.036000,9.381818,3.654515
0.036500,7.976970,3.654515
0.037000,9.381818,3.654515
0.037500,7.976970,-6.174824
0.038000,5.167273,0.846132
0.038500,3.762424,3.654515
0.039000,5.167273,-1.962250
0.039500,5.167273,2.250323
0.040000,9.381818,2.250323
0.040500,-0.452121,-0.558059
0.041000,5.167273,-0.558059
0.041500,6.572121,-0.558059
0.042000,7.976970,0.846132
0.042500,9.381818,0.846132
0.043000,9.381818,0.846132
0.043500,10.786667,-0.558059
0.044000,9.381818,-0.558059
0.044500,7.976970,-3.366442
0.045000,10.786667,2.250323
0.045500,10.786667,9.271280
0.046000,10.786667,3.654515
0.046500,10.786667,-4.770633
0.047000,9.381818,13.483854
0.047500,24.835152,-0.558059
0.048000,23.430303,-0.558059
0.048500,17.810909,-0.558059
0.049000,0.952727,0.846132
0.049500,12.191515,2.250323
0.050000,13.596364,2.250323
0.050500,10.786667,5.058706
0.051000,10.786667,9.271280
0.051500,12.191515,5.058706
0.052000,12.191515,5.058706
0.052500,10.786667,5.058706
0.053000,12.191515,17.696428
0.053500,12.191515,16.292236
0.054000,9.381818,5.058706
0.054500,10.786667,-1.962250
0.055000,9.381818,6.462897
0.055500,19.215758,5.058706
0.056000,15.001212,6.462897
0.056500,24.835152,0.846132
0.057000,3.762424,3.654515
0.057500,13.596364,3.654515
0.058000,12.191515,0.846132
0.058500,15.001212,-1.962250
0.059000,15.001212,0.846132
0.059500,13.596364,-0.558059
0.060000,12.191515,2.250323
0.060500,13.596364,2.250323
0.061000,12.191515,5.058706
0.061500,10.786667,-3.366442
0.062000,10.786667,5.058706
0.062500,15.001212,0.846132
0.063000,12.191515,0.846132
0.063500,5.167273,5.058706
0.064000,12.191515,2.250323
0.064500,13.596364,3.654515
0.065000,16.406061,0.846132
0.065500,13.596364,3.654515
0.066000,16.406061,3.654515
0.066500,16.406061,6.462897
0.067000,10.786667,7.867089
0.067500,12.191515,6.462897
0.068000,12.191515,-0.558059
0.068500,13.596364,2.250323
0.069000,15.001212,19.100619
0.069500,16.406061,2.250323
0.070000,19.215758,9.271280
0.070500,16.406061,-4.770633
0.071000,3.762424,2.250323
0.071500,26.240000,3.654515
0.072000,15.001212,5.058706
0.072500,13.596364,5.058706
0.073000,15.001212,3.654515
